from_node_id,to_node_id,volume,cost
1,10293,1380.4199999999850661,1.0800000058824736904,
2,10294,1271.6099999999851207,1.2000000047063936748,
3,10295,154.18000000000023419,0.93600000000079330853,
4,10296,1223.5499999999890406,1.3920000046796932036,
5,10297,353.91999999999518423,1.2000000000282418089,
6,10298,732.00999999999089596,1.3920000005995127879,
7,10299,570.53999999999530246,1.0800000001716560938,
8,10300,161.22000000000099362,1.2000000000012160939,
9,10301,689.50999999999316969,1.0560000003580285455,
10,10302,209.46999999999951569,1.2000000000034654057,
11,10303,195.66999999999885063,1.0800000000023748381,
12,10304,210.26999999999935653,1.2000000000035186964,
13,10305,106.5600000000009544,1.0560000000002043308,
14,10306,428.56999999999470674,1.200000000060723826,
15,10307,111.86000000000096577,1.0560000000002480736,
16,10308,198.83999999999940655,1.2240000000028701255,
17,10309,0.02999999999999999889,1.0560000000000000497,
18,10310,540.22999999999638021,1.2240000001563824394,
19,10311,446.65999999999525016,1.0320000000616138536,
20,10312,141.04000000000095838,1.2000000000007122747,
21,10313,563.10999999999580723,1.0320000001556481894,
22,10314,1593.4599999999907141,1.2000000116047868648,
23,10315,440.24999999999675993,1.0320000000581526223,
24,10316,534.22999999999592546,1.2000000001466173405,
25,10317,493.91999999999586635,1.0320000000921294436,
26,10318,692.27999999999440206,1.2000000004134276921,
27,10319,507.36999999999585498,1.0320000001025817493,
28,10320,976.85999999999239662,2.2320000030487006093,
29,10321,429.61999999999778765,2.2320000001140574142,
30,10322,243.96999999999968622,2.2080000000117339098,
31,10323,363.29999999999483862,0.93600000002445860048,
32,10324,1990.469999999985248,1.1760000276898832094,
33,10325,1619.6299999999837382,1.2960000133770241959,
34,10326,2193.0600000000326872,1.2000000416365330658,
35,10327,923.5299999999897409,0.72000000078564752037,
36,10328,2128.050000000025193,1.2000000369147403312,
37,10329,2438.9700000000402724,1.0080000535029371989,
38,10330,1566.8599999999833017,1.2000000108490891382,
39,10331,4524.8700000000435466,1.1520007243828565002,
40,10332,1914.7499999999845386,1.2000000241947319513,
41,10333,3974.0500000000347427,1.3200004938539116051,
42,10334,2321.340000000044256,1.2000000522669942438,
43,10335,3322.3400000000274304,1.2000002193051371169,
44,10336,779.16999999998972726,0.98400000054402048111,
45,10337,2540.9600000000305045,1.2000000750349884004,
46,10338,3831.6100000000315049,1.2000003879696001796,
47,10339,4205.7700000000568252,1.0320004843430046204,
48,10340,2153.9600000000355067,1.200000038745658193,
49,10341,3603.1000000000381078,1.2000003033735877622,
50,10342,4770.6000000000531145,1.2000009323189688715,
51,10343,1880.9899999999854572,1.2000000225329705561,
52,10344,2315.6500000000332875,1.200000051756413999,
53,10345,3222.0600000000495129,1.2480002017624478583,
54,4051,513.51999999999566171,0.28800000003004089244,
55,2447,653.41999999999313786,0.28800000007875048436,
56,4053,537.24999999999101874,0.28800000003599057763,
57,4056,321.56999999999328566,0.2880000000046193942,
58,4065,935.97999999998774001,0.31200000035918001862,
59,2462,624.74999999999022293,0.31200000007129696789,
60,4100,572.96999999999718511,0.72000000011639953001,
61,10352,165.8699999999982424,0.31200000000035427172,
62,7517,173.67999999999881311,0.3120000000004258256,
63,9339,489.09999999999365627,0.31200000002678157651,
64,10353,339.91999999999393367,0.31200000000624816821,
65,10354,1219.6599999999864394,0.36000000119494762751,
66,9912,891.33999999998968633,0.36000000034085316569,
67,4726,105.36000000000115051,0.28800000000005315792,
68,9340,130.77000000000094815,0.28800000000012632162,
69,2547,634.03999999998984549,0.28800000006981524292,
70,2548,619.6799999999902866,0.28800000006370202188,
71,10357,1261.429999999981419,0.31200000118494575219,
72,9918,450.95999999999395413,0.38400000002382178588,
